CPF/CNPJ;Nome Credor;Empenho;Modalidade de Empenho;Tipo de Licitação;Empenhado;Liquidado;Pago
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249; / SUBEMPENHO 6;;0.00;399554.61;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249; / SUBEMPENHO 7;;0.00;396550.44;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249; / SUBEMPENHO 8;;0.00;396550.44;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249; / SUBEMPENHO 9;;0.00;296343.54;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;408567.12
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;387537.93
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;408567.12
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;296343.54
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;4902805.44;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;396550.44
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;408567.12
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;396550.44
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;399554.61
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;408567.12
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;249;;;0.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;880; / SUBEMPENHO 1;;0.00;168361.74;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;880;;;168361.74;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;880;;;0.00;0.00;168361.74
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585; / SUBEMPENHO 1;;0.00;103211.07;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585; / SUBEMPENHO 2;;0.00;399554.61;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585; / SUBEMPENHO 3;;0.00;399554.61;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585;;;0.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585;;;0.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585;;;0.00;0.00;399554.61
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585;;;0.00;0.00;103211.07
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585;;;1400000.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1585;;;0.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;2217;;;399554.61;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;887;;;367000.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 1;;0.00;7340.98;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 2;;0.00;1491.58;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 3;;0.00;29362.89;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 4;;0.00;35353.24;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 5;;0.00;7366.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 6;;0.00;1087.65;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 7;;0.00;556.19;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 8;;0.00;17487.02;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 9;;0.00;4186.51;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 10;;0.00;387.96;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 11;;0.00;2378.64;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 12;;0.00;9591.91;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 13;;0.00;3808.43;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 14;;0.00;760.62;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 15;;0.00;14207.31;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 16;;0.00;4782.71;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 17;;0.00;17307.40;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 18;;0.00;872.69;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 19;;0.00;251.22;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 20;;0.00;6690.72;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 21;;0.00;1962.06;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 22;;0.00;1272.18;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 23;;0.00;6381.23;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 24;;0.00;23096.37;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894; / SUBEMPENHO 25;;0.00;1996.13;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894;;;0.00;0.00;43806.89
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894;;;0.00;0.00;31866.80
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894;;;0.00;0.00;38195.45
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894;;;0.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894;;;200000.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894;;;0.00;0.00;53364.59
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;894;;;0.00;0.00;32745.91
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 1;;0.00;3455.72;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 2;;0.00;4970.38;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 3;;0.00;899.65;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 4;;0.00;17320.43;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 5;;0.00;5959.73;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 6;;0.00;17928.11;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 7;;0.00;1228.31;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 8;;0.00;5750.12;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 9;;0.00;1022.91;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 10;;0.00;16300.76;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 11;;0.00;6002.10;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 12;;0.00;16824.84;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 13;;0.00;5668.90;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431; / SUBEMPENHO 14;;0.00;948.63;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;25116.15
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;5750.12
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;3455.72
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;150068.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;6617.53
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;16824.84
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;23190.46
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1431;;;0.00;0.00;23325.77
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 1;;0.00;15783.95;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 2;;0.00;5531.72;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 3;;0.00;915.53;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 4;;0.00;4796.16;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 5;;0.00;835.13;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 6;;0.00;5451.85;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 7;;0.00;14376.95;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 8;;0.00;5650.25;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 9;;0.00;7926.66;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 10;;0.00;24171.58;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 11;;0.00;23662.51;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 12;;0.00;8050.30;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838; / SUBEMPENHO 13;;0.00;7847.15;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838;;;0.00;0.00;77308.45
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838;;;125000.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838;;;0.00;0.00;25460.09
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1838;;;0.00;0.00;22231.20
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;2021;;;0.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;2021;;;60000.00;0.00;0.00
00.654.704/0001-88;ABL ENGENHARIA COMERCIO E REPRESENTACAO LTDA.;463;;;0.00;0.00;0.00
00.654.704/0001-88;ABL ENGENHARIA COMERCIO E REPRESENTACAO LTDA.;463;;;0.00;0.00;0.00
00.654.704/0001-88;ABL ENGENHARIA COMERCIO E REPRESENTACAO LTDA.;463;;;0.00;0.00;0.00
00.654.704/0001-88;ABL ENGENHARIA COMERCIO E REPRESENTACAO LTDA.;463;;;0.00;0.00;0.00
00.654.704/0001-88;ABL ENGENHARIA COMERCIO E REPRESENTACAO LTDA.;463;;;711396.83;0.00;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297; / SUBEMPENHO 1;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297; / SUBEMPENHO 2;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297; / SUBEMPENHO 3;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297; / SUBEMPENHO 4;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297; / SUBEMPENHO 5;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297;;;9846.75;0.00;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;297;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439; / SUBEMPENHO 1;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439; / SUBEMPENHO 2;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439; / SUBEMPENHO 3;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439; / SUBEMPENHO 4;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439; / SUBEMPENHO 5;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439; / SUBEMPENHO 6;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439; / SUBEMPENHO 7;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439;;;13785.45;0.00;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439;;;0.00;0.00;5908.05
045.487.114-73;ABRAAO VICTOR LOPES SILVA;439;;;0.00;0.00;1969.35
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;393; / SUBEMPENHO 1;;0.00;49511.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;393;;;0.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;393;;;49512.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;393;;;0.00;0.00;49511.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;857; / SUBEMPENHO 1;;0.00;40401.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;857;;;0.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;857;;;54430.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;857;;;0.00;0.00;40401.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;863; / SUBEMPENHO 1;;0.00;4800.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;863;;;0.00;0.00;4800.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;863;;;0.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;863;;;48000.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;1020;;;46800.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;1156;;;24000.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;1157;;;28500.00;0.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;664; / SUBEMPENHO 1;;0.00;18390.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;664;;;18390.00;0.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;664;;;0.00;0.00;18390.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1333; / SUBEMPENHO 1;;0.00;520.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1333;;;520.00;0.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1333;;;0.00;0.00;520.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1453; / SUBEMPENHO 1;;0.00;13984.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1453;;;0.00;0.00;13984.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1453;;;13984.00;0.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1478; / SUBEMPENHO 1;;0.00;27130.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1478;;;27130.00;0.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1478;;;0.00;0.00;27130.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1485; / SUBEMPENHO 1;;0.00;17061.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1485;;;17061.00;0.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;1485;;;0.00;0.00;17061.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;1916; / SUBEMPENHO 1;;0.00;24908.33;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;1916;;;0.00;0.00;24908.33
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;1916;;;24908.33;0.00;0.00
039.680.884-09;ADELIA SILVA DO NASCIMENTO;822; / SUBEMPENHO 1;;0.00;1908.00;0.00
039.680.884-09;ADELIA SILVA DO NASCIMENTO;822;;;0.00;0.00;1908.00
039.680.884-09;ADELIA SILVA DO NASCIMENTO;822;;;1908.00;0.00;0.00
03.423.683/0001-88;ADELTEC INFORMATICA E TECNOLOGIA LTDA;44; / SUBEMPENHO 1;;0.00;1290.00;0.00
03.423.683/0001-88;ADELTEC INFORMATICA E TECNOLOGIA LTDA;44;;;1290.00;0.00;0.00
03.423.683/0001-88;ADELTEC INFORMATICA E TECNOLOGIA LTDA;44;;;0.00;0.00;1290.00
03.423.683/0001-88;ADELTEC INFORMATICA E TECNOLOGIA LTDA   ME;1899;;;1280.00;0.00;0.00
189.256.504-87;ADILSON JOSE DA SILVA;158; / SUBEMPENHO 1;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;158; / SUBEMPENHO 2;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;158; / SUBEMPENHO 3;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;158; / SUBEMPENHO 4;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;158; / SUBEMPENHO 5;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;158;;;10055.30;0.00;0.00
189.256.504-87;ADILSON JOSE DA SILVA;158;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;158;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;158;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;158;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;440; / SUBEMPENHO 1;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440; / SUBEMPENHO 2;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440; / SUBEMPENHO 3;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440; / SUBEMPENHO 4;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440; / SUBEMPENHO 5;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440; / SUBEMPENHO 6;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440; / SUBEMPENHO 7;;0.00;2011.06;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;440;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;440;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;440;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;440;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;440;;;0.00;0.00;2011.06
189.256.504-87;ADILSON JOSE DA SILVA;440;;;14077.42;0.00;0.00
189.256.504-87;ADILSON JOSE DA SILVA;440;;;0.00;0.00;2011.06
24.012.873/0001-82;ADL SIQUEIRA E CONSTRUCOES EIRELI   ME;1788; / SUBEMPENHO 1;;0.00;21622.76;0.00
24.012.873/0001-82;ADL SIQUEIRA E CONSTRUCOES EIRELI   ME;1788; / SUBEMPENHO 2;;0.00;71189.05;0.00
24.012.873/0001-82;ADL SIQUEIRA E CONSTRUCOES EIRELI   ME;1788;;;0.00;0.00;21622.76
24.012.873/0001-82;ADL SIQUEIRA E CONSTRUCOES EIRELI   ME;1788;;;0.00;0.00;0.00
24.012.873/0001-82;ADL SIQUEIRA E CONSTRUCOES EIRELI   ME;1788;;;0.00;0.00;0.00
24.012.873/0001-82;ADL SIQUEIRA E CONSTRUCOES EIRELI   ME;1788;;;250000.00;0.00;0.00
615.959.504-00;ADRIANA DIGNA DE FRANCA;870;;;0.00;0.00;0.00
615.959.504-00;ADRIANA DIGNA DE FRANCA;870;;;240.00;0.00;0.00
615.959.504-00;ADRIANA DIGNA DE FRANCA;1223; / SUBEMPENHO 1;;0.00;360.00;0.00
615.959.504-00;ADRIANA DIGNA DE FRANCA;1223;;;360.00;0.00;0.00
615.959.504-00;ADRIANA DIGNA DE FRANCA;1223;;;0.00;0.00;360.00
590.740.784-00;ADRIANA SANTOS L. FERNANDES;82; / SUBEMPENHO 1;;0.00;960.00;0.00
590.740.784-00;ADRIANA SANTOS L. FERNANDES;82;;;0.00;0.00;960.00
590.740.784-00;ADRIANA SANTOS L. FERNANDES;82;;;960.00;0.00;0.00
590.740.784-00;ADRIANA SANTOS L. FERNANDES;174; / SUBEMPENHO 1;;0.00;640.00;0.00
