CPF/CNPJ;Nome Credor;Empenho;Modalidade de Empenho;Tipo de Licitação;Empenhado;Liquidado;Pago
11.250.881/0001-15;3IT CONSULTORIA LTDA;22;;;0.00;0.00;2900.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;22;;;0.00;0.00;2900.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;22;;;0.00;0.00;2900.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;22;;;0.00;0.00;2900.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;171; / SUBEMPENHO 1;;0.00;1546.67;0.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;171; / SUBEMPENHO 2;;0.00;2900.00;0.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;171; / SUBEMPENHO 3;;0.00;2900.00;0.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;171;;;7346.67;0.00;0.00
11.250.881/0001-15;3IT CONSULTORIA LTDA;171;;;0.00;0.00;1546.67
11.250.881/0001-15;3IT CONSULTORIA LTDA;171;;;0.00;0.00;2900.00
11.957.607/0001-80;3 P DISTRIBUIDORA E COMERCIO DE INFORMATICA LTDA;251;;;0.00;0.00;0.00
11.957.607/0001-80;3 P DISTRIBUIDORA E COMERCIO DE INFORMATICA LTDA;251;;;4390.00;0.00;0.00
11.957.607/0001-80;3 P DISTRIBUIDORA E COMERCIO DE INFORMATICA LTDA;251;;;0.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187; / SUBEMPENHO 1;;0.00;399554.61;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187; / SUBEMPENHO 2;;0.00;444617.16;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187; / SUBEMPENHO 3;;0.00;444617.16;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187; / SUBEMPENHO 4;;0.00;211211.07;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187;;;0.00;0.00;444617.16
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187;;;0.00;0.00;444617.16
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187;;;0.00;0.00;399554.61
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187;;;1500000.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;187;;;0.00;0.00;211211.07
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1071; / SUBEMPENHO 1;;0.00;209372.73;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1071; / SUBEMPENHO 2;;0.00;198427.27;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1071;;;407800.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1071;;;0.00;0.00;209372.73
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1071;;;0.00;0.00;198427.27
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1198; / SUBEMPENHO 1;;0.00;219152.36;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1198; / SUBEMPENHO 2;;0.00;18652.64;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1198;;;237805.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1198;;;0.00;0.00;219152.36
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1198;;;0.00;0.00;18652.64
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1280; / SUBEMPENHO 1;;0.00;386910.31;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1280; / SUBEMPENHO 2;;0.00;13089.69;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1280;;;400000.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1280;;;0.00;0.00;13089.69
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1280;;;0.00;0.00;386910.31
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1443; / SUBEMPENHO 1;;0.00;392473.26;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1443; / SUBEMPENHO 2;;0.00;7526.74;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1443;;;0.00;0.00;7526.74
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1443;;;400000.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1443;;;0.00;0.00;392473.26
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1516; / SUBEMPENHO 1;;0.00;413057.06;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1516; / SUBEMPENHO 2;;0.00;7942.94;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1516;;;0.00;0.00;7942.94
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1516;;;421000.00;0.00;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1516;;;0.00;0.00;413057.06
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1661; / SUBEMPENHO 1;;0.00;415645.03;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1661; / SUBEMPENHO 2;;0.00;420583.80;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1661; / SUBEMPENHO 3;;0.00;429596.31;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1661; / SUBEMPENHO 4;;0.00;423587.97;0.00
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1661;;;0.00;0.00;415645.03
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1661;;;0.00;0.00;420583.80
13.258.693/0001-69;5 R SERVICOS E EVENTOS LTDA.;1661;;;1700000.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 1;;0.00;23572.34;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 2;;0.00;20713.14;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 3;;0.00;1501.01;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 4;;0.00;5452.48;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 5;;0.00;4347.28;4347.28
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 6;;0.00;15102.26;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 7;;0.00;2188.63;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 8;;0.00;4149.11;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 9;;0.00;1103.20;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 10;;0.00;11108.31;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 11;;0.00;3067.85;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 12;;0.00;3067.85;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 13;;0.00;11108.31;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 14;;0.00;988.48;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 15;;0.00;1643.60;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 16;;0.00;5981.99;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 17;;0.00;17793.24;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 18;;0.00;4584.98;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 19;;0.00;1359.74;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 20;;0.00;2360.22;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 21;;0.00;1693.36;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 22;;0.00;22120.91;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 23;;0.00;5788.49;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 24;;0.00;15990.19;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 25;;0.00;189.19;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 26;;0.00;35985.60;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 27;;0.00;10490.54;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 28;;0.00;20380.33;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 29;;0.00;5388.93;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648; / SUBEMPENHO 30;;0.00;1802.47;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;23572.34
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;419639.74;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;19251.37
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;27666.63
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;45782.14
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;1643.60
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;72245.40
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;5981.99
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;15279.36
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;23737.96
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;2188.63
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;15164.64
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;648;;;0.00;0.00;2360.22
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744; / SUBEMPENHO 1;;0.00;3813.42;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744; / SUBEMPENHO 2;;0.00;15914.11;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744; / SUBEMPENHO 3;;0.00;8606.65;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744; / SUBEMPENHO 4;;0.00;2026.28;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744; / SUBEMPENHO 5;;0.00;842.60;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744; / SUBEMPENHO 6;;0.00;5767.52;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744; / SUBEMPENHO 7;;0.00;20660.95;0.00
23.851.398/0001-75;AAFERPA  PE ASSOC.AGRIC EMP.RURAIS PESC.E APICULT;1744;;;158615.71;0.00;0.00
07.575.730/0001-60;ABDESM AGENC.BRA.DE DESEV.ECON.SOC.MUNICIPIOS;1537; / SUBEMPENHO 1;;0.00;23400.30;0.00
07.575.730/0001-60;ABDESM AGENC.BRA.DE DESEV.ECON.SOC.MUNICIPIOS;1537; / SUBEMPENHO 2;;0.00;18458.70;0.00
07.575.730/0001-60;ABDESM AGENC.BRA.DE DESEV.ECON.SOC.MUNICIPIOS;1537;;;41859.00;0.00;0.00
29.184.280/0001-17;ABIPEM   ASS.. BRAS. DE INST. DE PREV. EST. E MUN;158; / SUBEMPENHO 1;;0.00;2992.50;0.00
29.184.280/0001-17;ABIPEM   ASS.. BRAS. DE INST. DE PREV. EST. E MUN;158;;;0.00;0.00;2992.50
29.184.280/0001-17;ABIPEM   ASS.. BRAS. DE INST. DE PREV. EST. E MUN;158;;;3847.50;0.00;0.00
29.184.280/0001-17;ABIPEM   ASS.. BRAS. DE INST. DE PREV. EST. E MUN;158;;;0.00;0.00;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 1;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 2;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 3;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 4;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 5;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 6;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 7;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 8;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 9;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 10;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 11;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356; / SUBEMPENHO 12;;0.00;1969.35;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;23632.20;0.00;0.00
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;1969.35
045.487.114-73;ABRAAO VICTOR LOPES SILVA;356;;;0.00;0.00;3938.70
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;568; / SUBEMPENHO 1;;0.00;42800.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;568;;;0.00;0.00;42800.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;568;;;42800.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;800; / SUBEMPENHO 1;;0.00;48540.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;800;;;0.00;0.00;48540.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;800;;;48540.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;801; / SUBEMPENHO 1;;0.00;54800.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;801;;;54800.00;0.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;801;;;0.00;0.00;54800.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;805; / SUBEMPENHO 1;;0.00;54800.00;0.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;805;;;0.00;0.00;54800.00
03.945.035/0001-91;ACACIA COMERCIO DE MEDICAMENTOS LTDA;805;;;54800.00;0.00;0.00
13.716.074/0001-70;ACEPREM   ASSOCIACAO CEARENSE DOS RPPS DOS ESTADOS E MUNICIPIOS;160; / SUBEMPENHO 1;;0.00;350.00;0.00
13.716.074/0001-70;ACEPREM   ASSOCIACAO CEARENSE DOS RPPS DOS ESTADOS E MUNICIPIOS;160;;;350.00;0.00;0.00
13.716.074/0001-70;ACEPREM   ASSOCIACAO CEARENSE DOS RPPS DOS ESTADOS E MUNICIPIOS;160;;;0.00;0.00;350.00
13.716.074/0001-70;ACEPREM   ASSOCIACAO CEARENSE DOS RPPS DOS ESTADOS E MUNICIPIOS;1664; / SUBEMPENHO 1;;0.00;350.00;0.00
13.716.074/0001-70;ACEPREM   ASSOCIACAO CEARENSE DOS RPPS DOS ESTADOS E MUNICIPIOS;1664;;;350.00;0.00;0.00
13.716.074/0001-70;ACEPREM   ASSOCIACAO CEARENSE DOS RPPS DOS ESTADOS E MUNICIPIOS;1664;;;0.00;0.00;350.00
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933; / SUBEMPENHO 1;;0.00;52032.60;0.00
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933; / SUBEMPENHO 2;;0.00;259215.36;0.00
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933; / SUBEMPENHO 3;;0.00;52065.00;0.00
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933; / SUBEMPENHO 4;;0.00;132139.08;0.00
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933;;;542536.08;0.00;0.00
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933;;;0.00;0.00;0.00
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933;;;0.00;0.00;132139.08
09.537.181/0001-64;ACOPLAST INDUSTRIA E COMERCIO LTDA   ME;933;;;0.00;0.00;363312.96
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;426;;;0.00;0.00;0.00
05.361.874/0001-98;ACROM COMERCIO E SERVICOS LTDA.;426;;;10430.00;0.00;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588; / SUBEMPENHO 1;;0.00;28.20;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588; / SUBEMPENHO 2;;0.00;9.40;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588; / SUBEMPENHO 3;;0.00;18.80;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588; / SUBEMPENHO 4;;0.00;56.40;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588; / SUBEMPENHO 5;;0.00;18.80;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588; / SUBEMPENHO 6;;0.00;65.80;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588; / SUBEMPENHO 7;;0.00;42.60;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588;;;0.00;0.00;9.40
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588;;;240.00;0.00;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588;;;0.00;0.00;56.40
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588;;;0.00;0.00;18.80
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588;;;0.00;0.00;28.20
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588;;;0.00;0.00;65.80
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;588;;;0.00;0.00;18.80
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;761; / SUBEMPENHO 1;;0.00;720.00;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;761;;;0.00;0.00;720.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;761;;;720.00;0.00;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;1391; / SUBEMPENHO 1;;0.00;4.40;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;1391;;;0.00;0.00;0.00
607.003.434-15;ADALBERTO ALVES DA SILVA FILHO;1391;;;70.00;0.00;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 1;;0.00;45754.99;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 2;;0.00;45754.99;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 3;;0.00;45754.99;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 4;;0.00;35921.66;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 5;;0.00;35921.66;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 6;;0.00;13900.04;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 7;;0.00;30679.99;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 8;;0.00;44178.32;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 9;;0.00;52829.99;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 10;;0.00;52829.99;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765; / SUBEMPENHO 11;;0.00;44025.00;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;44025.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;500000.00;0.00;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;45754.99
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;45754.99
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;266261.61
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;45754.99
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;0.00
12.611.916/0001-67;ADAMS HERLEM DE SOUZA SANTOS LOCADORA DE VEICULOS EIRELI;765;;;0.00;0.00;0.00
